reviewid,artist,url,p_score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year,genre,album,year,m_critic_score,m_user_score,comment
7600,super furry animals,http://pitchfork.com/reviews/albums/7600-phantom-power/,8.9,0,brent dicrescenzo,contributor,2003-07-24,3,24,7,2003,rock,phantom power,"Jul 22, 2003",87.0,8.9,
3623,dave gahan,http://pitchfork.com/reviews/albums/3623-paper-monsters/,6.9,0,michael idov,,2003-07-24,3,24,7,2003,rock,paper monsters,"Jun 3, 2003",67.0,7.2,
8037,the thrills,http://pitchfork.com/reviews/albums/8037-so-much-for-the-city/,6.9,0,amanda petrusich,contributor,2003-07-21,0,21,7,2003,rock,so much for the city,"Nov 4, 2003",72.0,7.9,
6830,rooney,http://pitchfork.com/reviews/albums/6830-rooney/,6.5,0,david raposa,,2003-07-20,6,20,7,2003,rock,rooney,"May 20, 2003",67.0,8.9,
3391,gang starr,http://pitchfork.com/reviews/albums/3391-the-ownerz/,7.5,0,scott hreha,,2003-07-13,6,13,7,2003,rap,the ownerz,"Jun 24, 2003",70.0,8.4,
2224,the dears,http://pitchfork.com/reviews/albums/2224-no-cities-left/,6.8,0,nitsuh abebe,contributor,2003-07-10,3,10,7,2003,rock,no cities left,"Oct 12, 2004",79.0,8.7,
8071,tindersticks,http://pitchfork.com/reviews/albums/8071-waiting-for-the-moon/,8.3,0,joe tangari,contributor,2003-07-09,2,9,7,2003,rock,waiting for the moon,"Jun 17, 2003",78.0,8.6,
1504,the clientele,http://pitchfork.com/reviews/albums/1504-the-violet-hour/,8.7,0,scott plagenhoef,contributor,2003-07-08,1,8,7,2003,rock,the violet hour,"Jul 8, 2003",84.0,8.9,
5712,nina nastasia,http://pitchfork.com/reviews/albums/5712-run-to-ruin/,8.0,0,chris dahlen,,2003-07-08,1,8,7,2003,rock,run to ruin,"Jun 3, 2003",85.0,8.3,
156,american analog set,http://pitchfork.com/reviews/albums/156-promise-of-love/,7.9,0,william bowers,contributor,2003-07-08,1,8,7,2003,rock,promise of love,"Jun 17, 2003",72.0,7.8,
2345,dizzee rascal,http://pitchfork.com/reviews/albums/2345-boy-in-da-corner/,9.4,1,scott plagenhoef,contributor,2003-07-06,6,6,7,2003,rap,boy in da corner,"Jan 20, 2004",92.0,8.8,
5117,the mars volta,http://pitchfork.com/reviews/albums/5117-de-loused-in-the-comatorium/,4.9,0,brent dicrescenzo,contributor,2003-06-29,6,29,6,2003,rock,de-loused in the comatorium,"Jun 24, 2003",82.0,8.9,
3740,ed harcourt,http://pitchfork.com/reviews/albums/3740-from-every-sphere/,5.8,0,amanda petrusich,contributor,2003-06-25,2,25,6,2003,rock,from every sphere,"May 20, 2003",77.0,7.8,
6255,liz phair,http://pitchfork.com/reviews/albums/6255-liz-phair/,0.0,0,matt lemay,contributor,2003-06-24,1,24,6,2003,rock,liz phair,"Jun 24, 2003",40.0,6.0,
6088,odd nosdam,http://pitchfork.com/reviews/albums/6088-no-more-wig-for-ohio/,6.7,0,chris dahlen,,2003-06-22,6,22,6,2003,rap,no more wig for ohio,"May 27, 2003",62.0,8.3,
1495,clearlake,http://pitchfork.com/reviews/albums/1495-cedars/,9.1,1,brent dicrescenzo,contributor,2003-06-22,6,22,6,2003,rock,cedars,"Oct 21, 2003",80.0,8.2,
5367,mogwai,http://pitchfork.com/reviews/albums/5367-happy-songs-for-happy-people/,7.1,0,eric carr,contributor,2003-06-18,2,18,6,2003,rock,happy songs for happy people,"Jun 17, 2003",85.0,8.7,
3160,fountains of wayne,http://pitchfork.com/reviews/albums/3160-welcome-interstate-managers/,7.5,0,mark martelli,,2003-06-17,1,17,6,2003,rock,welcome interstate managers,"Jun 10, 2003",86.0,8.1,
354,audio bullys,http://pitchfork.com/reviews/albums/354-ego-war/,7.4,0,nitsuh abebe,contributor,2003-06-17,1,17,6,2003,electronic,ego war,"Jun 3, 2003",75.0,7.8,
2754,matt elliott,http://pitchfork.com/reviews/albums/2754-the-mess-we-made/,7.6,0,amanda petrusich,contributor,2003-06-15,6,15,6,2003,rock,the mess we made,"May 13, 2003",82.0,7.5,
4707,led zeppelin,http://pitchfork.com/reviews/albums/4707-how-the-west-was-won/,8.8,0,dominique leone,contributor,2003-06-11,2,11,6,2003,rock,how the west was won,"May 27, 2003",97.0,8.9,
4844,the long winters,http://pitchfork.com/reviews/albums/4844-when-i-pretend-to-fall/,7.2,0,julianne escobedo shepherd,contributor,2003-05-21,2,21,5,2003,rock,when i pretend to fall,"May 6, 2003",80.0,8.3,
4950,daniel lanois,http://pitchfork.com/reviews/albums/4950-shine/,5.6,0,brandon stosuy,contributor,2003-05-18,6,18,5,2003,rock,shine,"Apr 22, 2003",74.0,8.3,
4222,the jayhawks,http://pitchfork.com/reviews/albums/4222-rainy-day-music/,6.1,0,andrew bryant,,2003-05-11,6,11,5,2003,rock,rainy day music,"Apr 8, 2003",73.0,8.8,
6449,prefuse 73,http://pitchfork.com/reviews/albums/6449-one-word-extinguisher/,9.1,1,jascha hoffman,,2003-05-07,2,7,5,2003,electronic,one word extinguisher,"May 6, 2003",86.0,8.6,
8710,wire,http://pitchfork.com/reviews/albums/8710-send/,7.5,0,eric carr,contributor,2003-05-06,1,6,5,2003,rock,send,"Apr 28, 2003",84.0,8.0,
5772,the new pornographers,http://pitchfork.com/reviews/albums/5772-electric-version/,8.1,0,matt lemay,contributor,2003-05-06,1,6,5,2003,rock,electric version,"May 6, 2003",82.0,8.6,
828,blur,http://pitchfork.com/reviews/albums/828-think-tank/,9.0,0,brent dicrescenzo,contributor,2003-05-05,0,5,5,2003,rock,think tank,"May 6, 2003",83.0,8.8,
4323,damien jurado,http://pitchfork.com/reviews/albums/4323-where-shall-you-take-me/,7.2,0,daniel crumb,,2003-04-29,1,29,4,2003,rock,where shall you take me,"Mar 18, 2003",88.0,8.4,
8888,yeah yeah yeahs,http://pitchfork.com/reviews/albums/8888-fever-to-tell/,7.4,0,eric carr,contributor,2003-04-28,0,28,4,2003,rock,fever to tell,"Apr 29, 2003",85.0,8.2,
364,autechre,http://pitchfork.com/reviews/albums/364-draft-730/,6.2,0,dominique leone,contributor,2003-04-23,2,23,4,2003,electronic,draft 7.30,"Apr 8, 2003",76.0,7.9,
766,the black keys,http://pitchfork.com/reviews/albums/766-thickfreakness/,7.7,0,eric carr,contributor,2003-04-22,1,22,4,2003,rock,thickfreakness,"Apr 8, 2003",74.0,8.5,
3747,ben harper,http://pitchfork.com/reviews/albums/3747-diamonds-on-the-inside/,6.5,0,amanda petrusich,contributor,2003-04-21,0,21,4,2003,rock,diamonds on the inside,"Mar 11, 2003",75.0,8.6,
6326,placebo,http://pitchfork.com/reviews/albums/6326-sleeping-with-ghosts/,6.4,0,michael idov,,2003-04-20,6,20,4,2003,rock,sleeping with ghosts,"Apr 1, 2003",64.0,8.7,
3853,the hidden cameras,http://pitchfork.com/reviews/albums/3853-the-smell-of-our-own/,8.1,0,brandon stosuy,contributor,2003-04-17,3,17,4,2003,rock,the smell of our own,"May 6, 2003",84.0,8.5,
3228,fruit bats,http://pitchfork.com/reviews/albums/3228-mouthfuls/,7.1,0,rob mitchum,contributor,2003-04-16,2,16,4,2003,rock,mouthfuls,"Apr 8, 2003",82.0,7.0,
8864,yo la tengo,http://pitchfork.com/reviews/albums/8864-summer-sun/,6.0,0,eric carr,contributor,2003-04-09,2,9,4,2003,rock,summer sun,"Apr 8, 2003",77.0,8.9,
56,adult.,http://pitchfork.com/reviews/albums/56-anxiety-always/,7.9,0,nitsuh abebe,contributor,2003-04-06,6,6,4,2003,electronic,anxiety always,"Apr 8, 2003",72.0,8.9,
8652,the white stripes,http://pitchfork.com/reviews/albums/8652-elephant/,6.9,0,brent dicrescenzo,contributor,2003-04-01,1,1,4,2003,rock,elephant,"Apr 1, 2003",92.0,8.6,
8579,m. ward,http://pitchfork.com/reviews/albums/8579-transfiguration-of-vincent/,8.3,0,joe tangari,contributor,2003-03-26,2,26,3,2003,rock,transfiguration of vincent,"Mar 18, 2003",82.0,8.6,
7319,sole,http://pitchfork.com/reviews/albums/7319-selling-live-water/,7.3,0,chris dahlen,,2003-03-26,2,26,3,2003,rap,selling live water,"Jan 21, 2003",77.0,7.3,
7278,smog,http://pitchfork.com/reviews/albums/7278-supper/,7.0,0,matt lemay,contributor,2003-03-25,1,25,3,2003,rock,supper,"Mar 11, 2003",79.0,7.4,
3908,holopaw,http://pitchfork.com/reviews/albums/3908-holopaw/,8.2,0,rob mitchum,contributor,2003-03-24,0,24,3,2003,rock,holopaw,"Jan 21, 2003",85.0,7.9,
3843,kristin hersh,http://pitchfork.com/reviews/albums/3843-the-grotto/,8.0,0,chris dahlen,,2003-03-20,3,20,3,2003,rock,the grotto,"Mar 4, 2003",75.0,8.0,
741,black box recorder,http://pitchfork.com/reviews/albums/741-passionoia/,8.1,0,michael idov,,2003-03-18,1,18,3,2003,pop/r&b,passionoia,"Sep 2, 2003",70.0,7.8,
2330,dirty three,http://pitchfork.com/reviews/albums/2330-she-has-no-strings-apollo/,6.9,0,matt lemay,contributor,2003-03-16,6,16,3,2003,rock,she has no strings apollo,"Feb 18, 2003",79.0,7.4,
5290,rhett miller,http://pitchfork.com/reviews/albums/5290-the-instigator/,6.9,0,joe tangari,contributor,2003-03-12,2,12,3,2003,rock,the instigator,"Sep 24, 2002",70.0,8.6,
4441,king crimson,http://pitchfork.com/reviews/albums/4441-the-power-to-believe/,6.3,0,dominique leone,contributor,2003-03-09,6,9,3,2003,rock,the power to believe,"Mar 4, 2003",72.0,8.7,
4786,lightning bolt,http://pitchfork.com/reviews/albums/4786-wonderful-rainbow/,8.4,1,julianne escobedo shepherd,contributor,2003-03-03,0,3,3,2003,rock,wonderful rainbow,"Mar 4, 2003",81.0,8.9,
63,aereogramme,http://pitchfork.com/reviews/albums/63-sleep-and-release/,8.5,0,william bowers,contributor,2003-03-03,0,3,3,2003,rock,sleep and release,"Feb 18, 2003",78.0,8.7,
1230,calexico,http://pitchfork.com/reviews/albums/1230-feast-of-wire/,8.9,0,joe tangari,contributor,2003-02-23,6,23,2,2003,rock,feast of wire,"Feb 18, 2003",86.0,8.6,
5318,the minus 5,http://pitchfork.com/reviews/albums/5318-down-with-wilco/,7.3,0,rob mitchum,contributor,2003-02-17,0,17,2,2003,rock,down with wilco,"Feb 25, 2003",72.0,7.3,
7990,the thermals,http://pitchfork.com/reviews/albums/7990-more-parts-per-million/,7.5,0,julianne escobedo shepherd,contributor,2003-02-16,6,16,2,2003,rock,more parts per million,"Mar 4, 2003",77.0,8.3,
2647,steve earle,http://pitchfork.com/reviews/albums/2647-jerusalem/,5.6,0,william bowers,contributor,2003-02-16,6,16,2,2003,rock,jerusalem,"Sep 24, 2002",78.0,8.5,
6732,lou reed,http://pitchfork.com/reviews/albums/6732-the-raven/,2.0,0,brian james,,2003-02-05,2,5,2,2003,rock,the raven,"Jan 28, 2003",54.0,8.4,
1251,calla,http://pitchfork.com/reviews/albums/1251-televise/,7.5,0,eric carr,contributor,2003-02-03,0,3,2,2003,rock,televise,"Jan 28, 2003",73.0,7.6,
952,broken social scene,http://pitchfork.com/reviews/albums/952-you-forgot-it-in-people/,9.2,1,ryan schreiber,editor-in-chief,2003-02-02,6,2,2,2003,rock,you forgot it in people,"Jun 3, 2003",86.0,8.9,
6357,plush,http://pitchfork.com/reviews/albums/6357-fed/,6.9,0,kyle reiter,,2003-01-30,3,30,1,2003,pop/r&b,fed,"Aug 25, 2008",89.0,7.5,
1670,crooked fingers,http://pitchfork.com/reviews/albums/1670-red-devil-dawn/,7.9,0,william bowers,contributor,2003-01-29,2,29,1,2003,rock,red devil dawn,"Jan 21, 2003",82.0,8.5,
6832,the roots,http://pitchfork.com/reviews/albums/6832-phrenology/,8.1,0,sam chennault,,2003-01-28,1,28,1,2003,rap,phrenology,"Nov 26, 2002",87.0,8.6,
2266,the delgados,http://pitchfork.com/reviews/albums/2266-hate/,8.1,0,nitsuh abebe,contributor,2003-01-27,0,27,1,2003,rock,hate,"Jan 21, 2003",80.0,8.2,
2420,the donnas,http://pitchfork.com/reviews/albums/2420-spend-the-night/,2.9,0,kyle reiter,,2003-01-26,6,26,1,2003,rock,spend the night,"Oct 22, 2002",74.0,8.4,
698,bonnie prince billy,http://pitchfork.com/reviews/albums/698-master-and-everyone/,6.0,0,brent s. sirota,,2003-01-16,3,16,1,2003,folk/country,master and everyone,"Jan 28, 2003",83.0,8.8,
5710,nas,http://pitchfork.com/reviews/albums/5710-gods-son/,8.6,0,sam chennault,,2003-01-13,0,13,1,2003,rap,god's son,"Dec 17, 2002",81.0,8.8,
7551,suede,http://pitchfork.com/reviews/albums/7551-a-new-morning/,6.9,0,joe tangari,contributor,2003-01-13,0,13,1,2003,rock,a new morning,"Sep 30, 2002",65.0,8.3,
6788,rilo kiley,http://pitchfork.com/reviews/albums/6788-the-execution-of-all-things/,7.5,0,chris dahlen,,2003-01-12,6,12,1,2003,rock,the execution of all things,"Oct 1, 2002",80.0,8.8,
4769,the libertines,http://pitchfork.com/reviews/albums/4769-up-the-bracket/,8.5,0,eric carr,contributor,2003-01-05,6,5,1,2003,rock,up the bracket,"Mar 18, 2003",78.0,8.9,
6206,pearl jam,http://pitchfork.com/reviews/albums/6206-riot-act/,4.9,0,kyle reiter,,2003-01-05,6,5,1,2003,rock,riot act,"Nov 12, 2002",73.0,8.1,
4549,talib kweli,http://pitchfork.com/reviews/albums/4549-quality/,9.1,0,sam chennault,,2002-12-10,1,10,12,2002,rap,quality,"Nov 19, 2002",79.0,8.9,
3147,foo fighters,http://pitchfork.com/reviews/albums/3147-one-by-one/,5.4,0,eric carr,contributor,2002-12-08,6,8,12,2002,rock,one by one,"Oct 22, 2002",75.0,8.3,
7649,swayzak,http://pitchfork.com/reviews/albums/7649-dirty-dancing/,6.0,0,paul cooper,contributor,2002-12-02,0,2,12,2002,electronic,dirty dancing,"Sep 24, 2002",60.0,7.0,
6203,peaches,http://pitchfork.com/reviews/albums/6203-the-teaches-of-peaches/,7.5,0,nitsuh abebe,contributor,2002-12-01,6,1,12,2002,electronic,the teaches of peaches,"Oct 8, 2002",73.0,8.5,
356,audioslave,http://pitchfork.com/reviews/albums/356-audioslave/,1.7,0,chris dahlen & ryan schreiber,,2002-11-25,0,25,11,2002,rock,audioslave,"Nov 19, 2002",62.0,8.5,
2226,death cab for cutie,http://pitchfork.com/reviews/albums/2226-you-can-play-these-songs-with-chords/,6.4,0,rob mitchum,contributor,2002-11-24,6,24,11,2002,rock,you can play these songs with chords,"Oct 22, 2002",65.0,7.4,
2756,missy elliott,http://pitchfork.com/reviews/albums/2756-under-construction/,7.2,0,sam chennault,,2002-11-21,3,21,11,2002,rap,under construction,"Nov 12, 2002",81.0,8.9,
527,badly drawn boy,http://pitchfork.com/reviews/albums/527-have-you-fed-the-fish/,6.6,0,jesse fahnestock,,2002-11-11,0,11,11,2002,rock,have you fed the fish?,"Nov 5, 2002",77.0,7.9,
1331,johnny cash,http://pitchfork.com/reviews/albums/1331-american-iv-the-man-comes-around/,6.9,0,eric carr,contributor,2002-11-07,3,7,11,2002,folk/country,american iv: the man comes around,"Nov 5, 2002",70.0,8.8,
7312,the soft boys,http://pitchfork.com/reviews/albums/7312-nextdoorland/,7.5,0,joe tangari,contributor,2002-11-06,2,6,11,2002,rock,nextdoorland,"Sep 24, 2002",79.0,8.3,
3487,godspeed you! black emperor,http://pitchfork.com/reviews/albums/3487-yanqui-uxo/,5.6,0,ryan schreiber,editor-in-chief,2002-10-27,6,27,10,2002,rock,yanqui u.x.o.,"Nov 4, 2002",80.0,8.8,
5953,of montreal,http://pitchfork.com/reviews/albums/5953-aldhils-arboretum/,6.1,0,rob mitchum,contributor,2002-10-14,0,14,10,2002,rock,aldhils arboretum,"Sep 24, 2002",76.0,8.1,
4331,jurassic 5,http://pitchfork.com/reviews/albums/4331-power-in-numbers/,7.1,0,sam chennault,,2002-10-13,6,13,10,2002,rap,power in numbers,"Oct 8, 2002",76.0,8.7,
8350,underworld,http://pitchfork.com/reviews/albums/8350-a-hundred-days-off/,6.9,0,eric carr,contributor,2002-10-10,3,10,10,2002,electronic,a hundred days off,"Sep 24, 2002",71.0,8.1,
5709,nas,http://pitchfork.com/reviews/albums/5709-the-lost-tapes/,6.9,0,sam chennault,,2002-10-07,0,7,10,2002,rap,the lost tapes,"Sep 24, 2002",81.0,8.8,
39,ryan adams,http://pitchfork.com/reviews/albums/39-demolition/,5.5,0,alison fields,,2002-10-06,6,6,10,2002,rock,demolition,"Sep 24, 2002",70.0,8.1,
7448,squarepusher,http://pitchfork.com/reviews/albums/7448-do-you-know-squarepusher/,4.8,0,dominique leone,contributor,2002-09-30,0,30,9,2002,electronic,do you know squarepusher,"Oct 1, 2002",62.0,8.8,
4891,low,http://pitchfork.com/reviews/albums/4891-trust/,6.5,0,brad haywood,,2002-09-29,6,29,9,2002,rock,trust,"Sep 24, 2002",76.0,8.4,
5474,mr. lif,http://pitchfork.com/reviews/albums/5474-i-phantom/,8.3,0,sam chennault,,2002-09-29,6,29,9,2002,rap,i phantom,"Sep 17, 2002",81.0,8.3,
5122,doug martsch,http://pitchfork.com/reviews/albums/5122-now-you-know/,7.3,0,rob mitchum,contributor,2002-09-23,0,23,9,2002,rock,now you know,"Sep 17, 2002",74.0,8.1,
617,beck,http://pitchfork.com/reviews/albums/617-sea-change/,6.9,0,will bryant,,2002-09-22,6,22,9,2002,rock,sea change,"Sep 24, 2002",79.0,8.9,
4552,ben kweller,http://pitchfork.com/reviews/albums/4552-sha-sha/,6.7,0,rob mitchum,contributor,2002-09-18,2,18,9,2002,rock,sha sha,"Mar 5, 2002",69.0,8.8,
198,the anniversary,http://pitchfork.com/reviews/albums/198-your-majesty/,2.0,0,brad haywood,,2002-09-12,3,12,9,2002,rock,your majesty,"Jan 22, 2002",73.0,7.5,
4061,idlewild,http://pitchfork.com/reviews/albums/4061-the-remote-part/,6.5,0,rob mitchum,contributor,2002-09-11,2,11,9,2002,rock,the remote part,"Mar 25, 2003",83.0,8.7,
1538,coldplay,http://pitchfork.com/reviews/albums/1538-a-rush-of-blood-to-the-head/,5.1,0,joe tangari,contributor,2002-09-08,6,8,9,2002,rock,a rush of blood to the head,"Aug 27, 2002",80.0,8.9,
6475,primal scream,http://pitchfork.com/reviews/albums/6475-evil-heat/,6.0,0,alison fields,,2002-09-04,2,4,9,2002,rock,evil heat,"Nov 26, 2002",68.0,8.7,
1323,neko case,http://pitchfork.com/reviews/albums/1323-blacklisted/,7.9,0,eric carr,contributor,2002-08-26,0,26,8,2002,folk/country,blacklisted,"Aug 20, 2002",82.0,8.6,
5083,aimee mann,http://pitchfork.com/reviews/albums/5083-lost-in-space/,7.6,0,chris dahlen,,2002-08-25,6,25,8,2002,rock,lost in space,"Aug 27, 2002",74.0,8.6,
6999,sasha,http://pitchfork.com/reviews/albums/6999-airdrawndagger/,2.5,0,paul cooper,contributor,2002-08-25,6,25,8,2002,electronic,airdrawndagger,"Aug 6, 2002",64.0,8.6,
7531,the streets,http://pitchfork.com/reviews/albums/7531-original-pirate-material/,7.9,0,rob mitchum,contributor,2002-08-22,3,22,8,2002,rap,original pirate material,"Oct 22, 2002",90.0,8.7,
5203,mekons,http://pitchfork.com/reviews/albums/5203-oooh-out-of-our-heads/,8.0,0,chris dahlen,,2002-08-21,2,21,8,2002,rock,oooh! (out of our heads),"Aug 20, 2002",82.0,8.8,
6501,public enemy,http://pitchfork.com/reviews/albums/6501-revolverlution/,6.8,0,sam chennault,,2002-08-19,0,19,8,2002,rap,revolverlution,"Jul 23, 2002",65.0,8.5,
4113,interpol,http://pitchfork.com/reviews/albums/4113-turn-on-the-bright-lights/,9.5,0,eric carr,contributor,2002-08-18,6,18,8,2002,rock,turn on the bright lights,"Aug 20, 2002",81.0,8.9,
7428,spoon,http://pitchfork.com/reviews/albums/7428-kill-the-moonlight/,8.9,0,eric carr,contributor,2002-08-14,2,14,8,2002,rock,kill the moonlight,"Aug 20, 2002",88.0,8.8,
4851,looper,http://pitchfork.com/reviews/albums/4851-the-snare/,6.1,0,william bowers,contributor,2002-08-13,1,13,8,2002,electronic,the snare,"Jun 4, 2002",51.0,6.8,
6046,beth orton,http://pitchfork.com/reviews/albums/6046-daybreaker/,4.8,0,jason nickey,,2002-08-04,6,4,8,2002,rock,daybreaker,"Jul 30, 2002",70.0,8.6,
6773,the reverend horton heat,http://pitchfork.com/reviews/albums/6773-lucky-7/,5.8,0,dominique leone,contributor,2002-07-28,6,28,7,2002,rock,lucky 7,"Feb 26, 2002",67.0,8.3,
3081,the flaming lips,http://pitchfork.com/reviews/albums/3081-yoshimi-battles-the-pink-robots/,8.4,0,will bryant,,2002-07-15,0,15,7,2002,rock,yoshimi battles the pink robots,"Jul 16, 2002",84.0,8.8,
5931,oasis,http://pitchfork.com/reviews/albums/5931-heathen-chemistry/,1.2,0,rob mitchum,contributor,2002-07-10,2,10,7,2002,rock,heathen chemistry,"Jul 2, 2002",55.0,7.1,
7995,they might be giants,http://pitchfork.com/reviews/albums/7995-no/,7.0,0,william bowers,contributor,2002-07-07,6,7,7,2002,rock,no!,"Jun 11, 2002",84.0,8.8,
7413,speedy j,http://pitchfork.com/reviews/albums/7413-loudboxer/,6.3,0,paul cooper,contributor,2002-06-27,3,27,6,2002,electronic,loudboxer,"Jun 4, 2002",70.0,8.4,
5443,moth,http://pitchfork.com/reviews/albums/5443-provisions-fiction-and-gear/,6.9,0,eric carr,contributor,2002-06-26,2,26,6,2002,rock,"provisions, fiction and gear","Apr 9, 2002",70.0,8.7,
7343,sonic youth,http://pitchfork.com/reviews/albums/7343-murray-street/,9.0,0,rob mitchum,contributor,2002-06-25,1,25,6,2002,rock,murray street,"Jun 25, 2002",82.0,8.5,
4082,imperial teen,http://pitchfork.com/reviews/albums/4082-on/,7.7,0,david m. pecoraro,,2002-06-24,0,24,6,2002,rock,on,"Apr 9, 2002",77.0,8.0,
309,ash,http://pitchfork.com/reviews/albums/309-free-all-angels/,7.3,0,joe tangari,contributor,2002-06-12,2,12,6,2002,rock,free all angels,"Jun 25, 2002",76.0,8.0,
2815,enon,http://pitchfork.com/reviews/albums/2815-high-society/,8.8,0,rob mitchum,contributor,2002-06-09,6,9,6,2002,rock,high society,"Jun 4, 2002",74.0,8.2,
2430,doves,http://pitchfork.com/reviews/albums/2430-the-last-broadcast/,8.0,0,joe tangari,contributor,2002-06-06,3,6,6,2002,rock,the last broadcast,"Jun 4, 2002",85.0,8.8,
2373,dj shadow,http://pitchfork.com/reviews/albums/2373-the-private-press/,7.0,0,david m. pecoraro,,2002-06-05,2,5,6,2002,electronic,the private press,"Jun 4, 2002",81.0,8.4,
2771,eminem,http://pitchfork.com/reviews/albums/2771-the-eminem-show/,9.1,0,ethan p.,contributor,2002-06-03,0,3,6,2002,rap,the eminem show,"May 28, 2002",75.0,8.9,
7324,solex,http://pitchfork.com/reviews/albums/7324-low-kick-and-hard-bop/,6.8,0,paul cooper,contributor,2002-06-03,0,3,6,2002,electronic,low kick and hard bop,"Sep 11, 2001",69.0,8.6,
399,azure ray,http://pitchfork.com/reviews/albums/399-burn-and-shiver/,6.8,0,kevin adickes,,2002-05-28,1,28,5,2002,rock,burn and shiver,"Apr 9, 2002",70.0,7.0,
8613,weezer,http://pitchfork.com/reviews/albums/8613-maladroit/,5.4,0,rob mitchum,contributor,2002-05-27,0,27,5,2002,rock,maladroit,"May 14, 2002",72.0,8.1,
